threshold,n_additional_approvals,mean_predicted_pd,expected_profit_per_loan,expected_total_incremental_profit
0.1,98706,0.07222254168541048,2015.09854621389,198902317.1025882
0.15000000000000002,269441,0.10696692664448378,1791.5865307763238,482726866.43890345
0.20000000000000004,504903,0.13900447230835558,1585.487720581814,800517506.5849197
0.25000000000000006,729113,0.16511927301787133,1417.4901651146547,1033510506.7572412
0.30000000000000004,888262,0.18450215462239136,1292.7993139881437,1148344504.2417364
0.3500000000000001,995456,0.1994692397727851,1196.5154577296216,1191078491.4896982
0.40000000000000013,1071982,0.21190628131204148,1116.5074730208871,1196875913.9438765
